Species,Family,Number,Sex,Status,FunFH,MC_H,MCMT,SG,HD,UO,RP,MCP,MCD,MCPD,MCM,FH,FPG,MT_F,TP,MTP,MTD,MTM,CGR,ALW,ALW2
Merycodus_necatus,Barstovian,USNM_352807,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352806,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352796,unknown,fossil,NA,NA,NA,NA,0.774111675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352795,unknown,fossil,NA,NA,NA,NA,NA,NA,1.015463918,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352804,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352811,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.741935484,NA
Merycodus_necatus,Barstovian,USNM_352812,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352813,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352821,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_necatus,Barstovian,USNM_352820,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_sp.,unknown,USNM_631570,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.771587744,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_sp.,unknown,USNM_631572,unknown,fossil,NA,NA,NA,NA,0.670305677,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Merycodus_tehuanus,Miocene,USNM_5391,unknown,fossil,NA,NA,NA,NA,0.666089965,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.673212883,NA
P_(Lambdoceras)_trinitiensis,E_Barstovian,34138,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.531069721,NA,NA,NA,NA,NA,NA
P_(Lambdoceras)_trinitiensis,E_Barstovian,34131,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.929627249,1.113950838,NA,NA,NA,NA,NA,NA,NA,1.787148594
P_(Lambdoceras)_trinitiensis,E_Barstovian,34127,unknown,fossil,NA,NA,NA,NA,NA,NA,1.011743035,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.826271186
P_(Lambdoceras)_trinitiensis,E_Barstovian,34156,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54980682,NA,NA
P_(Lambdoceras)_trinitiensis,E_Barstovian,34148,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.587664588,NA
Paratoceras_wardi,E_Barstovian,40856,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paratoceras_wardi,E_Barstovian,40861,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.098555212,NA,NA,NA,NA,NA,NA,NA,NA
Paratoceras_wardi,E_Barstovian,40766,unknown,fossil,NA,NA,NA,NA,NA,5.202659911,1.012792236,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paratoceras_wardi,E_Barstovian,40867,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.602269657,NA,NA
Paratoceras_wardi,E_Barstovian,40868,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.596245447,NA,NA
Paratoceras_wardi,E_Barstovian,40763,unknown,fossil,NA,NA,NA,NA,0.615190785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paratoceras_wardi,E_Barstovian,40762,unknown,fossil,NA,NA,NA,NA,0.664638511,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Paratoceras_wardi,E_Barstovian,40866,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.735938425,NA
Protoceras_celer,Whitneyan,53521,unknown,fossil,NA,NA,NA,1.117647059,NA,5.257836509,1.019401097,NA,NA,NA,NA,0.802878848,NA,0.607689671,NA,4.402731788,3.278976572,0.565553943,1.517954298,NA,1.908256881
Protoceras_celer,Whitneyan,40879,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.893698894,1.087040154,NA,NA,NA,NA,NA,NA,NA,1.751091703
Protoceras_celer,Whitneyan,53527,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.83567862,NA,NA,NA,NA,NA,NA,1.596385542,NA,NA
Rakomeryx,Barstovian,54522,unknown,fossil,NA,NA,NA,NA,NA,NA,1.051677244,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakomeryx,Barstovian,54523,unknown,fossil,NA,NA,NA,NA,0.723878518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.717391304
Rakomeryx,Barstovian,53994A,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.211184982,6.185508219,1.182838284,NA,NA,NA
Rakomeryx,Barstovian,53994_B,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.679279941,6.372590256,1.181515957,NA,NA,NA
Rakomeryx,Barstovian,53992_A,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,6.491087668,6.441877256,0.992418773,1.048523207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakomeryx,Barstovian,53991_A,unknown,fossil,NA,NA,NA,NA,NA,NA,1.039694656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rakomeryx,Barstovian,31885,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.426631693,NA,NA
Rakomeryx,Barstovian,31885,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.567221067,1.774647887
Rakomeryx_gazini,E_Barstovian,AM_8204,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.560257278,NA
Ramoceros_osborni,Barstovian,USNM_352755,unknown,fossil,NA,NA,NA,1.266447368,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352763,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352769,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352770,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352764,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352758,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352759,unknown,fossil,NA,NA,NA,NA,NA,NA,1.04587156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.772790055
Ramoceros_osborni,Barstovian,USNM_352760,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352765,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352772,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.692015209,1.911608961
Ramoceros_osborni,Barstovian,USNM_352773,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.578754579,1.758876961
Ramoceros_osborni,Barstovian,USNM_352768,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.085858586
Ramoceros_osborni,Barstovian,USNM_352762,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.016157989,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352757,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352756,unknown,fossil,NA,NA,NA,NA,0.652777778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352766,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.29787234,7.109375,1.1,NA,NA,NA
Ramoceros_osborni,Barstovian,USNM_352767,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.017857143,7.052356021,1.133333333,NA,NA,NA
Sinclairomeryx,L_Hemingfordian,54571,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.769995677,NA,NA,NA,NA,NA,NA,NA,NA,1.692512923
Symbos,Rancholabrean,F:AM_142459,unknown,fossil,NA,NA,NA,NA,NA,NA,1.004286656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symbos,Rancholabrean,F:AM_145487,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,3.271231423,3.025156461,0.924776046,0.665098039,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symbos,Rancholabrean,F:AM_142457,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,3.116755118,2.789009498,0.894843962,0.602348405,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Symbos,Rancholabrean,F:AM_142456,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,3.205267337,2.896316671,0.903611576,0.678134557,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Synthetoceras_sp.,Hemphillian,USNM_214494,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.670711974,NA
Synthetoceras_tricornatus,Clarendonian,40236,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919227631,1.193963108,NA,NA,NA,NA,NA,NA,NA,NA
Yumaceras,E_Hemphillian,54671,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,5.327651515,5.133211679,0.96350365,1.098360656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yumaceras,E_Hemphillian,54663,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,5.097680956,5.095293842,0.999531726,0.856870955,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yumaceras,E_Hemphillian,54662,unknown,fossil,NA,NA,NA,NA,NA,NA,1.075646744,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Yumaceras,E_Hemphillian,54665,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.693748279,NA
Yumaceras,E_Hemphillian,54662,unknown,fossil,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
