value
Calcochloris_tytonis_CHRYSOCHLORIDAE_AFROSORICIDA
Calcochloris_obtusirostris_CHRYSOCHLORIDAE_AFROSORICIDA
Chrysospalax_villosus_CHRYSOCHLORIDAE_AFROSORICIDA
Chrysospalax_trevelyani_CHRYSOCHLORIDAE_AFROSORICIDA
Amblysomus_marleyi_CHRYSOCHLORIDAE_AFROSORICIDA
Amblysomus_corriae_CHRYSOCHLORIDAE_AFROSORICIDA
Amblysomus_robustus_CHRYSOCHLORIDAE_AFROSORICIDA
Carpitalpa_arendsi_CHRYSOCHLORIDAE_AFROSORICIDA
Neamblysomus_julianae_CHRYSOCHLORIDAE_AFROSORICIDA
Neamblysomus_gunningi_CHRYSOCHLORIDAE_AFROSORICIDA
Amblysomus_septentrionalis_CHRYSOCHLORIDAE_AFROSORICIDA
Amblysomus_hottentotus_CHRYSOCHLORIDAE_AFROSORICIDA
Chlorotalpa_sclateri_CHRYSOCHLORIDAE_AFROSORICIDA
Chlorotalpa_duthieae_CHRYSOCHLORIDAE_AFROSORICIDA
Chrysochloris_visagiei_CHRYSOCHLORIDAE_AFROSORICIDA
Cryptochloris_zyli_CHRYSOCHLORIDAE_AFROSORICIDA
Cryptochloris_wintoni_CHRYSOCHLORIDAE_AFROSORICIDA
Chrysochloris_asiatica_CHRYSOCHLORIDAE_AFROSORICIDA
Chrysochloris_stuhlmanni_CHRYSOCHLORIDAE_AFROSORICIDA
Eremitalpa_granti_CHRYSOCHLORIDAE_AFROSORICIDA
Dasypus_yepesi_DASYPODIDAE_CINGULATA
Dasypus_sabanicola_DASYPODIDAE_CINGULATA
Dasypus_novemcinctus_DASYPODIDAE_CINGULATA
Dasypus_septemcinctus_DASYPODIDAE_CINGULATA
Dasypus_hybridus_DASYPODIDAE_CINGULATA
Dasypus_pilosus_DASYPODIDAE_CINGULATA
Dasypus_kappleri_DASYPODIDAE_CINGULATA
Zaedyus_pichiy_DASYPODIDAE_CINGULATA
Euphractus_sexcinctus_DASYPODIDAE_CINGULATA
Chaetophractus_vellerosus_DASYPODIDAE_CINGULATA
Chaetophractus_nationi_DASYPODIDAE_CINGULATA
Chaetophractus_villosus_DASYPODIDAE_CINGULATA
Chlamyphorus_truncatus_DASYPODIDAE_CINGULATA
Calyptophractus_retusus_DASYPODIDAE_CINGULATA
Tolypeutes_tricinctus_DASYPODIDAE_CINGULATA
Tolypeutes_matacus_DASYPODIDAE_CINGULATA
Priodontes_maximus_DASYPODIDAE_CINGULATA
Cabassous_chacoensis_DASYPODIDAE_CINGULATA
Cabassous_tatouay_DASYPODIDAE_CINGULATA
Cabassous_unicinctus_DASYPODIDAE_CINGULATA
Cabassous_centralis_DASYPODIDAE_CINGULATA
Tamandua_tetradactyla_MYRMECOPHAGIDAE_PILOSA
Tamandua_mexicana_MYRMECOPHAGIDAE_PILOSA
Myrmecophaga_tridactyla_MYRMECOPHAGIDAE_PILOSA
Cyclopes_didactylus_CYCLOPEDIDAE_PILOSA
Mylodon_darwinii_Mylodontidae_PILOSA
Choloepus_hoffmanni_MEGALONYCHIDAE_PILOSA
Choloepus_didactylus_MEGALONYCHIDAE_PILOSA
Nothrotheriops_shastensis_Nothrotheriidae_PILOSA
Bradypus_torquatus_BRADYPODIDAE_PILOSA
Bradypus_pygmaeus_BRADYPODIDAE_PILOSA
Bradypus_tridactylus_BRADYPODIDAE_PILOSA
Bradypus_variegatus_BRADYPODIDAE_PILOSA
Solenodon_marcanoi_SOLENODONTIDAE_EULIPOTYPHLA
Solenodon_cubanus_SOLENODONTIDAE_EULIPOTYPHLA
Solenodon_paradoxus_SOLENODONTIDAE_EULIPOTYPHLA
Uropsilus_investigator_TALPIDAE_EULIPOTYPHLA
Uropsilus_soricipes_TALPIDAE_EULIPOTYPHLA
Uropsilus_gracilis_TALPIDAE_EULIPOTYPHLA
Uropsilus_andersoni_TALPIDAE_EULIPOTYPHLA
Uropsilus_aequodonenia_TALPIDAE_EULIPOTYPHLA
Neurotrichus_gibbsii_TALPIDAE_EULIPOTYPHLA
Desmana_moschata_TALPIDAE_EULIPOTYPHLA
Galemys_pyrenaicus_TALPIDAE_EULIPOTYPHLA
Scapanulus_oweni_TALPIDAE_EULIPOTYPHLA
Parascalops_breweri_TALPIDAE_EULIPOTYPHLA
Scapanus_townsendii_TALPIDAE_EULIPOTYPHLA
Scapanus_orarius_TALPIDAE_EULIPOTYPHLA
Scapanus_latimanus_TALPIDAE_EULIPOTYPHLA
Scalopus_aquaticus_TALPIDAE_EULIPOTYPHLA
Euroscaptor_micrura_TALPIDAE_EULIPOTYPHLA
Euroscaptor_grandis_TALPIDAE_EULIPOTYPHLA
Euroscaptor_mizura_TALPIDAE_EULIPOTYPHLA
Euroscaptor_subanura_TALPIDAE_EULIPOTYPHLA
Mogera_uchidai_TALPIDAE_EULIPOTYPHLA
Mogera_robusta_TALPIDAE_EULIPOTYPHLA
Mogera_wogura_TALPIDAE_EULIPOTYPHLA
Mogera_imaizumii_TALPIDAE_EULIPOTYPHLA
Mogera_tokudae_TALPIDAE_EULIPOTYPHLA
Mogera_etigo_TALPIDAE_EULIPOTYPHLA
Mogera_insularis_TALPIDAE_EULIPOTYPHLA
Mogera_kanoana_TALPIDAE_EULIPOTYPHLA
Scaptochirus_moschatus_TALPIDAE_EULIPOTYPHLA
Euroscaptor_klossi_TALPIDAE_EULIPOTYPHLA
Euroscaptor_longirostris_TALPIDAE_EULIPOTYPHLA
Parascaptor_leucura_TALPIDAE_EULIPOTYPHLA
Euroscaptor_parvidens_TALPIDAE_EULIPOTYPHLA
Talpa_caeca_TALPIDAE_EULIPOTYPHLA
Talpa_romana_TALPIDAE_EULIPOTYPHLA
Talpa_occidentalis_TALPIDAE_EULIPOTYPHLA
Talpa_europaea_TALPIDAE_EULIPOTYPHLA
Talpa_levantis_TALPIDAE_EULIPOTYPHLA
Talpa_davidiana_TALPIDAE_EULIPOTYPHLA
Talpa_stankovici_TALPIDAE_EULIPOTYPHLA
Talpa_caucasica_TALPIDAE_EULIPOTYPHLA
Talpa_altaica_TALPIDAE_EULIPOTYPHLA
Urotrichus_talpoides_TALPIDAE_EULIPOTYPHLA
Dymecodon_pilirostris_TALPIDAE_EULIPOTYPHLA
Scaptonyx_fusicaudus_TALPIDAE_EULIPOTYPHLA
Condylura_cristata_TALPIDAE_EULIPOTYPHLA
Congosorex_verheyeni_SORICIDAE_EULIPOTYPHLA
Congosorex_polli_SORICIDAE_EULIPOTYPHLA
Congosorex_phillipsorum_SORICIDAE_EULIPOTYPHLA
Myosorex_schalleri_SORICIDAE_EULIPOTYPHLA
Myosorex_jejei_SORICIDAE_EULIPOTYPHLA
Myosorex_rumpii_SORICIDAE_EULIPOTYPHLA
Myosorex_tenuis_SORICIDAE_EULIPOTYPHLA
Myosorex_zinki_SORICIDAE_EULIPOTYPHLA
Myosorex_babaulti_SORICIDAE_EULIPOTYPHLA
Myosorex_kabogoensis_SORICIDAE_EULIPOTYPHLA
Myosorex_varius_SORICIDAE_EULIPOTYPHLA
Myosorex_longicaudatus_SORICIDAE_EULIPOTYPHLA
Myosorex_cafer_SORICIDAE_EULIPOTYPHLA
Myosorex_eisentrauti_SORICIDAE_EULIPOTYPHLA
Myosorex_sclateri_SORICIDAE_EULIPOTYPHLA
Myosorex_blarina_SORICIDAE_EULIPOTYPHLA
Myosorex_okuensis_SORICIDAE_EULIPOTYPHLA
Myosorex_gnoskei_SORICIDAE_EULIPOTYPHLA
Myosorex_kihaulei_SORICIDAE_EULIPOTYPHLA
Myosorex_geata_SORICIDAE_EULIPOTYPHLA
Myosorex_meesteri_SORICIDAE_EULIPOTYPHLA
Myosorex_bururiensis_SORICIDAE_EULIPOTYPHLA
Sylvisorex_corbeti_SORICIDAE_EULIPOTYPHLA
Suncus_hosei_SORICIDAE_EULIPOTYPHLA
Sylvisorex_johnstoni_SORICIDAE_EULIPOTYPHLA
Suncus_aequatorius_SORICIDAE_EULIPOTYPHLA
Sylvisorex_howelli_SORICIDAE_EULIPOTYPHLA
Sylvisorex_lunaris_SORICIDAE_EULIPOTYPHLA
Sylvisorex_camerunensis_SORICIDAE_EULIPOTYPHLA
Sylvisorex_granti_SORICIDAE_EULIPOTYPHLA
Sylvisorex_vulcanorum_SORICIDAE_EULIPOTYPHLA
Suncus_hututsi_SORICIDAE_EULIPOTYPHLA
Sylvisorex_silvanorum_SORICIDAE_EULIPOTYPHLA
Suncus_remyi_SORICIDAE_EULIPOTYPHLA
Sylvisorex_akaibei_SORICIDAE_EULIPOTYPHLA
Suncus_infinitesimus_SORICIDAE_EULIPOTYPHLA
Suncus_varilla_SORICIDAE_EULIPOTYPHLA
Suncus_megalura_SORICIDAE_EULIPOTYPHLA
Ruwenzorisorex_suncoides_SORICIDAE_EULIPOTYPHLA
Sylvisorex_konganensis_SORICIDAE_EULIPOTYPHLA
Scutisorex_thori_SORICIDAE_EULIPOTYPHLA
Scutisorex_somereni_SORICIDAE_EULIPOTYPHLA
Sylvisorex_ollula_SORICIDAE_EULIPOTYPHLA
Crocidura_pachyura_SORICIDAE_EULIPOTYPHLA
Crocidura_russula_SORICIDAE_EULIPOTYPHLA
Crocidura_roosevelti_SORICIDAE_EULIPOTYPHLA
Crocidura_latona_SORICIDAE_EULIPOTYPHLA
Crocidura_zaphiri_SORICIDAE_EULIPOTYPHLA
Crocidura_caliginea_SORICIDAE_EULIPOTYPHLA
Crocidura_hispida_SORICIDAE_EULIPOTYPHLA
Crocidura_voi_SORICIDAE_EULIPOTYPHLA
Crocidura_tansaniana_SORICIDAE_EULIPOTYPHLA
Crocidura_gmelini_SORICIDAE_EULIPOTYPHLA
Crocidura_cyanea_SORICIDAE_EULIPOTYPHLA
Crocidura_wimmeri_SORICIDAE_EULIPOTYPHLA
Crocidura_baluensis_SORICIDAE_EULIPOTYPHLA
Crocidura_poensis_SORICIDAE_EULIPOTYPHLA
Crocidura_buettikoferi_SORICIDAE_EULIPOTYPHLA
Crocidura_kivuana_SORICIDAE_EULIPOTYPHLA
Crocidura_theresae_SORICIDAE_EULIPOTYPHLA
Crocidura_tenuis_SORICIDAE_EULIPOTYPHLA
Crocidura_batesi_SORICIDAE_EULIPOTYPHLA
Crocidura_floweri_SORICIDAE_EULIPOTYPHLA
Crocidura_grandiceps_SORICIDAE_EULIPOTYPHLA
Crocidura_hildegardeae_SORICIDAE_EULIPOTYPHLA
Crocidura_eisentrauti_SORICIDAE_EULIPOTYPHLA
Crocidura_vosmaeri_SORICIDAE_EULIPOTYPHLA
Crocidura_religiosa_SORICIDAE_EULIPOTYPHLA
Crocidura_attila_SORICIDAE_EULIPOTYPHLA
Crocidura_telfordi_SORICIDAE_EULIPOTYPHLA
Crocidura_dhofarensis_SORICIDAE_EULIPOTYPHLA
Crocidura_maxi_SORICIDAE_EULIPOTYPHLA
Crocidura_nicobarica_SORICIDAE_EULIPOTYPHLA
Crocidura_silacea_SORICIDAE_EULIPOTYPHLA
Crocidura_orii_SORICIDAE_EULIPOTYPHLA
Crocidura_phaeura_SORICIDAE_EULIPOTYPHLA
Crocidura_mariquensis_SORICIDAE_EULIPOTYPHLA
Crocidura_allex_SORICIDAE_EULIPOTYPHLA
Crocidura_ultima_SORICIDAE_EULIPOTYPHLA
Crocidura_fumosa_SORICIDAE_EULIPOTYPHLA
Crocidura_dolichura_SORICIDAE_EULIPOTYPHLA
Crocidura_arispa_SORICIDAE_EULIPOTYPHLA
Crocidura_picea_SORICIDAE_EULIPOTYPHLA
Crocidura_macowi_SORICIDAE_EULIPOTYPHLA
Crocidura_ludia_SORICIDAE_EULIPOTYPHLA
Crocidura_nana_SORICIDAE_EULIPOTYPHLA
Crocidura_greenwoodi_SORICIDAE_EULIPOTYPHLA
Crocidura_desperata_SORICIDAE_EULIPOTYPHLA
Crocidura_stenocephala_SORICIDAE_EULIPOTYPHLA
Crocidura_littoralis_SORICIDAE_EULIPOTYPHLA
Crocidura_maurisca_SORICIDAE_EULIPOTYPHLA
Crocidura_tarella_SORICIDAE_EULIPOTYPHLA
Crocidura_lusitania_SORICIDAE_EULIPOTYPHLA
Crocidura_foxi_SORICIDAE_EULIPOTYPHLA
Crocidura_crossei_SORICIDAE_EULIPOTYPHLA
Crocidura_jouvenetae_SORICIDAE_EULIPOTYPHLA
Crocidura_cinderella_SORICIDAE_EULIPOTYPHLA
Crocidura_lanosa_SORICIDAE_EULIPOTYPHLA
Crocidura_fuscomurina_SORICIDAE_EULIPOTYPHLA
Paracrocidura_graueri_SORICIDAE_EULIPOTYPHLA
Paracrocidura_schoutedeni_SORICIDAE_EULIPOTYPHLA
Paracrocidura_maxima_SORICIDAE_EULIPOTYPHLA
Crocidura_grandis_SORICIDAE_EULIPOTYPHLA
Crocidura_lamottei_SORICIDAE_EULIPOTYPHLA
Crocidura_parvipes_SORICIDAE_EULIPOTYPHLA
Crocidura_katinka_SORICIDAE_EULIPOTYPHLA
Crocidura_vorax_SORICIDAE_EULIPOTYPHLA
Crocidura_macarthuri_SORICIDAE_EULIPOTYPHLA
Crocidura_harenna_SORICIDAE_EULIPOTYPHLA
Crocidura_flavescens_SORICIDAE_EULIPOTYPHLA
Crocidura_hirta_SORICIDAE_EULIPOTYPHLA
Crocidura_fulvastra_SORICIDAE_EULIPOTYPHLA
Crocidura_viaria_SORICIDAE_EULIPOTYPHLA
Crocidura_mutesae_SORICIDAE_EULIPOTYPHLA
Crocidura_goliath_SORICIDAE_EULIPOTYPHLA
Crocidura_olivieri_SORICIDAE_EULIPOTYPHLA
Crocidura_elgonius_SORICIDAE_EULIPOTYPHLA
Crocidura_crenata_SORICIDAE_EULIPOTYPHLA
Crocidura_grassei_SORICIDAE_EULIPOTYPHLA
Crocidura_pitmani_SORICIDAE_EULIPOTYPHLA
Crocidura_muricauda_SORICIDAE_EULIPOTYPHLA
Crocidura_hilliana_SORICIDAE_EULIPOTYPHLA
Crocidura_douceti_SORICIDAE_EULIPOTYPHLA
Crocidura_nimbasilvanus_SORICIDAE_EULIPOTYPHLA
Crocidura_nimbae_SORICIDAE_EULIPOTYPHLA
Crocidura_annamitensis_SORICIDAE_EULIPOTYPHLA
Crocidura_gracilipes_SORICIDAE_EULIPOTYPHLA
Crocidura_selina_SORICIDAE_EULIPOTYPHLA
Crocidura_nanilla_SORICIDAE_EULIPOTYPHLA
Crocidura_munissii_SORICIDAE_EULIPOTYPHLA
Crocidura_mdumai_SORICIDAE_EULIPOTYPHLA
Crocidura_serezkyensis_SORICIDAE_EULIPOTYPHLA
Crocidura_montis_SORICIDAE_EULIPOTYPHLA
Crocidura_macmillani_SORICIDAE_EULIPOTYPHLA
Crocidura_luna_SORICIDAE_EULIPOTYPHLA
Crocidura_monax_SORICIDAE_EULIPOTYPHLA
Crocidura_newmarki_SORICIDAE_EULIPOTYPHLA
Crocidura_denti_SORICIDAE_EULIPOTYPHLA
Crocidura_glassi_SORICIDAE_EULIPOTYPHLA
Crocidura_thalia_SORICIDAE_EULIPOTYPHLA
Crocidura_baileyi_SORICIDAE_EULIPOTYPHLA
Crocidura_arabica_SORICIDAE_EULIPOTYPHLA
Crocidura_niobe_SORICIDAE_EULIPOTYPHLA
Crocidura_zimmermanni_SORICIDAE_EULIPOTYPHLA
Crocidura_canariensis_SORICIDAE_EULIPOTYPHLA
Crocidura_tarfayensis_SORICIDAE_EULIPOTYPHLA
Crocidura_sicula_SORICIDAE_EULIPOTYPHLA
Crocidura_zimmeri_SORICIDAE_EULIPOTYPHLA
Crocidura_leucodon_SORICIDAE_EULIPOTYPHLA
Crocidura_obscurior_SORICIDAE_EULIPOTYPHLA
Crocidura_sapaensis_SORICIDAE_EULIPOTYPHLA
Crocidura_whitakeri_SORICIDAE_EULIPOTYPHLA
Crocidura_pasha_SORICIDAE_EULIPOTYPHLA
Diplomesodon_pulchellum_SORICIDAE_EULIPOTYPHLA
Crocidura_horsfieldii_SORICIDAE_EULIPOTYPHLA
Crocidura_fingui_SORICIDAE_EULIPOTYPHLA
Crocidura_manengubae_SORICIDAE_EULIPOTYPHLA
Crocidura_miya_SORICIDAE_EULIPOTYPHLA
Crocidura_pergrisea_SORICIDAE_EULIPOTYPHLA
Crocidura_hikmiya_SORICIDAE_EULIPOTYPHLA
Crocidura_planiceps_SORICIDAE_EULIPOTYPHLA
Crocidura_sokolovi_SORICIDAE_EULIPOTYPHLA
Crocidura_trichura_SORICIDAE_EULIPOTYPHLA
Crocidura_neglecta_SORICIDAE_EULIPOTYPHLA
Crocidura_rapax_SORICIDAE_EULIPOTYPHLA
Crocidura_lasiura_SORICIDAE_EULIPOTYPHLA
Crocidura_dsinezumi_SORICIDAE_EULIPOTYPHLA
Crocidura_fischeri_SORICIDAE_EULIPOTYPHLA
Crocidura_raineyi_SORICIDAE_EULIPOTYPHLA
Crocidura_phuquocensis_SORICIDAE_EULIPOTYPHLA
Crocidura_fuliginosa_SORICIDAE_EULIPOTYPHLA
Crocidura_indochinensis_SORICIDAE_EULIPOTYPHLA
Crocidura_wuchihensis_SORICIDAE_EULIPOTYPHLA
Crocidura_tanakae_SORICIDAE_EULIPOTYPHLA
Crocidura_zaitsevi_SORICIDAE_EULIPOTYPHLA
Crocidura_attenuata_SORICIDAE_EULIPOTYPHLA
Crocidura_monticola_SORICIDAE_EULIPOTYPHLA
Crocidura_watasei_SORICIDAE_EULIPOTYPHLA
Crocidura_jacksoni_SORICIDAE_EULIPOTYPHLA
Crocidura_armenica_SORICIDAE_EULIPOTYPHLA
Crocidura_paradoxura_SORICIDAE_EULIPOTYPHLA
Crocidura_lwiroensis_SORICIDAE_EULIPOTYPHLA
Crocidura_susiana_SORICIDAE_EULIPOTYPHLA
Crocidura_bottegoides_SORICIDAE_EULIPOTYPHLA
Crocidura_negligens_SORICIDAE_EULIPOTYPHLA
Crocidura_lucina_SORICIDAE_EULIPOTYPHLA
Crocidura_maquassiensis_SORICIDAE_EULIPOTYPHLA
Crocidura_ansellorum_SORICIDAE_EULIPOTYPHLA
Crocidura_malayana_SORICIDAE_EULIPOTYPHLA
Crocidura_yankariensis_SORICIDAE_EULIPOTYPHLA
Crocidura_abscondita_SORICIDAE_EULIPOTYPHLA
Crocidura_jenkinsi_SORICIDAE_EULIPOTYPHLA
Crocidura_virgata_SORICIDAE_EULIPOTYPHLA
Crocidura_nigricans_SORICIDAE_EULIPOTYPHLA
Crocidura_nigripes_SORICIDAE_EULIPOTYPHLA
Crocidura_ninoyi_SORICIDAE_EULIPOTYPHLA
Crocidura_beatus_SORICIDAE_EULIPOTYPHLA
Crocidura_panayensis_SORICIDAE_EULIPOTYPHLA
Crocidura_negrina_SORICIDAE_EULIPOTYPHLA
Crocidura_guy_SORICIDAE_EULIPOTYPHLA
Crocidura_mindorus_SORICIDAE_EULIPOTYPHLA
Crocidura_grayi_SORICIDAE_EULIPOTYPHLA
Crocidura_palawanensis_SORICIDAE_EULIPOTYPHLA
Crocidura_foetida_SORICIDAE_EULIPOTYPHLA
Crocidura_ramona_SORICIDAE_EULIPOTYPHLA
Crocidura_beccarii_SORICIDAE_EULIPOTYPHLA
Crocidura_longipes_SORICIDAE_EULIPOTYPHLA
Crocidura_smithii_SORICIDAE_EULIPOTYPHLA
Crocidura_lepidura_SORICIDAE_EULIPOTYPHLA
Crocidura_congobelgica_SORICIDAE_EULIPOTYPHLA
Crocidura_orientalis_SORICIDAE_EULIPOTYPHLA
Crocidura_erica_SORICIDAE_EULIPOTYPHLA
Crocidura_brunnea_SORICIDAE_EULIPOTYPHLA
Crocidura_thomensis_SORICIDAE_EULIPOTYPHLA
Crocidura_somalica_SORICIDAE_EULIPOTYPHLA
Crocidura_zarudnyi_SORICIDAE_EULIPOTYPHLA
Crocidura_phanluongi_SORICIDAE_EULIPOTYPHLA
Crocidura_bottegi_SORICIDAE_EULIPOTYPHLA
Crocidura_aleksandrisi_SORICIDAE_EULIPOTYPHLA
Crocidura_caspica_SORICIDAE_EULIPOTYPHLA
Crocidura_pullata_SORICIDAE_EULIPOTYPHLA
Crocidura_sibirica_SORICIDAE_EULIPOTYPHLA
Crocidura_suaveolens_SORICIDAE_EULIPOTYPHLA
Crocidura_shantungensis_SORICIDAE_EULIPOTYPHLA
Crocidura_hutanis_SORICIDAE_EULIPOTYPHLA
Crocidura_batakorum_SORICIDAE_EULIPOTYPHLA
Crocidura_andamanensis_SORICIDAE_EULIPOTYPHLA
Crocidura_usambarae_SORICIDAE_EULIPOTYPHLA
Crocidura_turba_SORICIDAE_EULIPOTYPHLA
Crocidura_cranbrooki_SORICIDAE_EULIPOTYPHLA
Crocidura_polia_SORICIDAE_EULIPOTYPHLA
Crocidura_nigeriae_SORICIDAE_EULIPOTYPHLA
Crocidura_levicula_SORICIDAE_EULIPOTYPHLA
Crocidura_rhoditis_SORICIDAE_EULIPOTYPHLA
Crocidura_xantippe_SORICIDAE_EULIPOTYPHLA
Crocidura_musseri_SORICIDAE_EULIPOTYPHLA
Crocidura_elongata_SORICIDAE_EULIPOTYPHLA
Crocidura_lea_SORICIDAE_EULIPOTYPHLA
Crocidura_nigrofusca_SORICIDAE_EULIPOTYPHLA
Suncus_zeylanicus_SORICIDAE_EULIPOTYPHLA
Suncus_mertensi_SORICIDAE_EULIPOTYPHLA
Suncus_dayi_SORICIDAE_EULIPOTYPHLA
Suncus_ater_SORICIDAE_EULIPOTYPHLA
Suncus_stoliczkanus_SORICIDAE_EULIPOTYPHLA
Suncus_montanus_SORICIDAE_EULIPOTYPHLA
Sylvisorex_morio_SORICIDAE_EULIPOTYPHLA
Suncus_murinus_SORICIDAE_EULIPOTYPHLA
Sylvisorex_pluvialis_SORICIDAE_EULIPOTYPHLA
Feroculus_feroculus_SORICIDAE_EULIPOTYPHLA
Suncus_madagascariensis_SORICIDAE_EULIPOTYPHLA
Suncus_etruscus_SORICIDAE_EULIPOTYPHLA
Suncus_fellowesgordoni_SORICIDAE_EULIPOTYPHLA
Suncus_lixus_SORICIDAE_EULIPOTYPHLA
Sylvisorex_oriundus_SORICIDAE_EULIPOTYPHLA
Sylvisorex_isabellae_SORICIDAE_EULIPOTYPHLA
Suncus_malayanus_SORICIDAE_EULIPOTYPHLA
Solisorex_pearsoni_SORICIDAE_EULIPOTYPHLA
Blarinella_wardi_SORICIDAE_EULIPOTYPHLA
Blarinella_quadraticauda_SORICIDAE_EULIPOTYPHLA
Blarinella_griselda_SORICIDAE_EULIPOTYPHLA
Surdisorex_schlitteri_SORICIDAE_EULIPOTYPHLA
Surdisorex_polulus_SORICIDAE_EULIPOTYPHLA
Surdisorex_norae_SORICIDAE_EULIPOTYPHLA
Cryptotis_perijensis_SORICIDAE_EULIPOTYPHLA
Cryptotis_lacandonensis_SORICIDAE_EULIPOTYPHLA
Cryptotis_colombiana_SORICIDAE_EULIPOTYPHLA
